Category,Name,Latitude,Longitude,Assc Bike Lat,Assc Bike Long,Rating,Reviews,_merge
"Bars, Restaurants & Cafes",Jolibee,49.263,-123.115,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Jollibee Broadway & Cambie,49.263,-123.115,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Donair Pro,49.263,-123.113,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Ramen Raijin,49.263,-123.113,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Heritage Asian Eatery,49.263,-123.112,49.262487,-123.114397,4.0,87.0,both
"Bars, Restaurants & Cafes",Hutong,49.263,-123.117,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Benkii,49.264,-123.114,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Regal Mansion Cusine,49.261,-123.116,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Sizzling Wok,49.261,-123.116,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Pizza Rubato Napoletana,49.264,-123.117,49.262487,-123.114397,4.5,7.0,both
"Bars, Restaurants & Cafes",Pokerrito,49.264,-123.112,49.262487,-123.114397,5.0,2.0,both
"Bars, Restaurants & Cafes",Five Star Fried Chicken,49.261,-123.116,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Fatburger,49.263,-123.111,49.262487,-123.114397,3.0,81.0,both
"Bars, Restaurants & Cafes",Iden & Quan Ju De Beijing Duck House,49.26,-123.114,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Tractor,49.264,-123.118,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Mcdonald'S,49.263,-123.116,49.262487,-123.114397,3.5,21.0,both
"Bars, Restaurants & Cafes",Mexicano Taco Ltd,49.263,-123.115,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",La Taqueria,49.263,-123.115,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Fresh Slice Pizza,49.263,-123.115,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Older Giner Restaurant,49.263,-123.115,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Afghan Horsemen Restaurant,49.263,-123.114,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Sha Lin Noodle House,49.263,-123.117,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Cafe 86,49.263,-123.117,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Thai Away Home Restaurants Ltd,49.261,-123.116,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",I Cafe,49.264,-123.116,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Liu T,49.261,-123.116,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Cactus Club Cafe,49.264,-123.117,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes",Jugo Juice,49.263,-123.114,49.262487,-123.114397,,,left_only
"Bars, Restaurants & Cafes","Agences Whitehall Inc, Les",49.263,-123.118,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Steve Nash Fitness World,49.261,-123.117,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Winona Park,49.263,-123.113,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",City Hall Community Garden,49.262,-123.114,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Walking Figures,49.263,-123.115,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Crossroads Gym,49.263,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",F45,49.264,-123.113,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Rhythm Gym,49.264,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Oxygen Yoga & Fitness,49.263,-123.117,49.262487,-123.114397,4.0,5.0,both
"Landmarks, Parks & Sports",Ted Loo Fitness,49.264,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Cambie Plaza,49.265,-123.115,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Marvill Fitness & Athletics,49.263,-123.11,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Pacific Ballet Theatre School,49.263,-123.114,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Original Yin Qi Gong Gym,49.264,-123.114,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Endorphin Junkies Personal Training,49.264,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Transfigure - Physique Transformation Svc,49.264,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Fit In 30 Minutes,49.264,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Movement Flow,49.264,-123.112,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Executive Lifestyles Personal Training Studio,49.264,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Vip Fitness,49.264,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Fitness World Fitness Centres,49.261,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Executive Lifestyles,49.264,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",True Coach,49.264,-123.117,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Vanfit,49.264,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Raincity Dance,49.261,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Temple Fitness,49.264,-123.116,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Athletic Endeavours,49.264,-123.117,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Yyoga West Eighth,49.264,-123.117,49.262487,-123.114397,,,left_only
"Landmarks, Parks & Sports",Lions Gate Bridge,49.26,-123.113,49.262487,-123.114397,,,left_only
Retail,Whole Foods,49.264,-123.115,49.262487,-123.114397,,,left_only
Retail,Bc Liquor Store,49.264,-123.115,49.262487,-123.114397,3.5,16.0,both
Retail,Joti'S Nofrills Vancouver,49.263,-123.111,49.262487,-123.114397,,,left_only
Retail,Kin'S Farm Market,49.261,-123.116,49.262487,-123.114397,,,left_only
Retail,Liberty Wine Merchants,49.264,-123.116,49.262487,-123.114397,,,left_only
Retail,Purdys Chocolatier,49.264,-123.115,49.262487,-123.114397,,,left_only
Retail,Save-On-Foods,49.265,-123.114,49.262487,-123.114397,,,left_only
Retail,Lennox Liquor Store,49.261,-123.116,49.262487,-123.114397,3.5,11.0,both
Retail,The Institute Of Holistic Nutrition,49.263,-123.118,49.262487,-123.114397,,,left_only
Retail,Liquor Stores-Government,49.264,-123.115,49.262487,-123.114397,,,left_only
Retail,Papaya Mkt,49.263,-123.117,49.262487,-123.114397,,,left_only
Retail,Naturally Splendid Enterprises Ltd,49.261,-123.116,49.262487,-123.114397,,,left_only
Retail,Broadway Mini Mart,49.263,-123.115,49.262487,-123.114397,,,left_only
Retail,Garlane Prescriptions,49.263,-123.113,49.262487,-123.114397,3.5,2.0,both
Retail,International News,49.263,-123.116,49.262487,-123.114397,,,left_only
Retail,Lancaster Medical Supplies & Prescriptions Ltd,49.264,-123.118,49.262487,-123.114397,,,left_only
Retail,Drugstore Pharmacy,49.263,-123.111,49.262487,-123.114397,,,left_only
Retail,Pharmasave,49.261,-123.117,49.262487,-123.114397,,,left_only
Retail,Rubenesque,49.263,-123.117,49.262487,-123.114397,,,left_only
Retail,Change Of Scandinavia,49.264,-123.114,49.262487,-123.114397,,,left_only
Retail,The Tjx Companies Inc,49.264,-123.114,49.262487,-123.114397,,,left_only
Retail,Stitchworks Custom Apparel,49.264,-123.112,49.262487,-123.114397,,,left_only
Retail,Safetywear.Ca,49.264,-123.112,49.262487,-123.114397,,,left_only
Retail,Blankclothing.Ca,49.264,-123.112,49.262487,-123.114397,,,left_only
Retail,T-Shirt.Ca,49.264,-123.112,49.262487,-123.114397,,,left_only
Retail,Label Express Clothing Co,49.261,-123.116,49.262487,-123.114397,,,left_only
Retail,Vivian Fashion,49.261,-123.116,49.262487,-123.114397,,,left_only
Retail,Ernesto Rassi Design,49.265,-123.114,49.262487,-123.114397,,,left_only
Retail,The North Face,49.265,-123.115,49.262487,-123.114397,,,left_only
Retail,Whitet-Shirts.Ca,49.264,-123.112,49.262487,-123.114397,,,left_only
Retail,Winners & Homesense,49.264,-123.114,49.262487,-123.114397,,,left_only
Retail,Book Warehouse,49.263,-123.118,49.262487,-123.114397,4.0,38.0,both
Retail,Winners,49.264,-123.114,49.262487,-123.114397,3.5,42.0,both
Retail,Bk Iphone Repairs,49.262,-123.115,49.262487,-123.114397,,,left_only
Retail,Freedom Mobile,49.263,-123.116,49.262487,-123.114397,,,left_only
Retail,Virgin Mobile,49.263,-123.116,49.262487,-123.114397,,,left_only
Retail,Eb Games,49.264,-123.114,49.262487,-123.114397,2.5,10.0,both
Retail,Fido Exclusive Dealer - Pepper Wireless,49.263,-123.116,49.262487,-123.114397,,,left_only
Retail,Fido,49.263,-123.116,49.262487,-123.114397,,,left_only
Retail,Wind Mobile | Cambie & Broadway,49.263,-123.116,49.262487,-123.114397,,,left_only
Retail,Gamestop,49.264,-123.114,49.262487,-123.114397,,,left_only
Retail,Telus,49.265,-123.114,49.262487,-123.114397,,,left_only
Retail,St Andrew'S Book Gift & Church Supply,49.264,-123.111,49.262487,-123.114397,,,left_only
Retail,City Square Shopping Centre,49.261,-123.116,49.262487,-123.114397,3.0,29.0,both
Retail,Canadian Tire,49.265,-123.114,49.262487,-123.114397,,,left_only
Retail,Sears Catalogue Pickup,49.261,-123.114,49.262487,-123.114397,,,left_only
Retail,City Square Property Holdings,49.261,-123.116,49.262487,-123.114397,,,left_only
Retail,Westwind Communications,49.261,-123.116,49.262487,-123.114397,,,left_only
Retail,Book Guy,49.261,-123.116,49.262487,-123.114397,,,left_only
Retail,Hanzon Computers,49.265,-123.115,49.262487,-123.114397,,,left_only
Retail,Smart Home Systems,49.263,-123.118,49.262487,-123.114397,,,left_only
Arts & Entertainment,Bar None,49.274,-123.123,49.274566,-123.121817,,,left_only
Arts & Entertainment,Opus Bar,49.275,-123.123,49.274566,-123.121817,,,left_only
Arts & Entertainment,Hello Goodbye,49.276,-123.121,49.274566,-123.121817,,,left_only
Arts & Entertainment,Soho Billiards,49.274,-123.124,49.274566,-123.121817,,,left_only
Arts & Entertainment,Engine 374 Pavillion,49.273,-123.121,49.274566,-123.121817,,,left_only
Arts & Entertainment,Joyce Williams Gallery,49.276,-123.122,49.274566,-123.121817,0.0,0.0,both
Arts & Entertainment,Vanwarhol,49.274,-123.124,49.274566,-123.121817,,,left_only
Arts & Entertainment,The Space,49.276,-123.121,49.274566,-123.121817,,,left_only
Arts & Entertainment,Warhol A Different Idea Of Love,49.274,-123.125,49.274566,-123.121817,,,left_only
Arts & Entertainment,Roundhouse Community Arts & Recreation Centre - Social Media Week,49.272,-123.122,49.274566,-123.121817,,,left_only
Arts & Entertainment,Kostuik Gallery Inc,49.277,-123.121,49.274566,-123.121817,,,left_only
Arts & Entertainment,Light Form,49.277,-123.121,49.274566,-123.121817,,,left_only
Arts & Entertainment,Automotive Billiards And Cafe,49.274,-123.125,49.274566,-123.121817,,,left_only
Arts & Entertainment,Coastal Peoples Fine Arts Gallery,49.276,-123.119,49.274566,-123.121817,,,left_only
Arts & Entertainment,Voda Nightclub,49.274,-123.123,49.274566,-123.121817,,,left_only
Arts & Entertainment,Live Music Mondays At Brix Restaurant,49.276,-123.122,49.274566,-123.121817,,,left_only
Arts & Entertainment,Yaletown Gallery,49.275,-123.123,49.274566,-123.121817,,,left_only
Arts & Entertainment,Trisko Talent Management Inc,49.276,-123.122,49.274566,-123.121817,,,left_only
Arts & Entertainment,Crystal Palace,49.276,-123.122,49.274566,-123.121817,,,left_only
Arts & Entertainment,Flycow Games Inc,49.275,-123.124,49.274566,-123.121817,,,left_only
Arts & Entertainment,Automotive Billiards & Cafe,49.276,-123.121,49.274566,-123.121817,,,left_only
Arts & Entertainment,Sorour'S Art Gallery,49.276,-123.12,49.274566,-123.121817,0.0,0.0,both
Arts & Entertainment,Palladium Club,49.275,-123.125,49.274566,-123.121817,,,left_only
Arts & Entertainment,Mehndi & More Body Art,49.277,-123.123,49.274566,-123.121817,,,left_only
Arts & Entertainment,Fun House,49.276,-123.118,49.274566,-123.121817,,,left_only
Municipal,Roundhouse Community Arts & Recreation Centre,49.273,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Small Victory Bakery,49.276,-123.121,49.274566,-123.121817,4.0,304.0,both
"Bars, Restaurants & Cafes",Coo Coo Coffee,49.276,-123.124,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Starbucks,49.275,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Jj Bean Coffee Roasters - Yaletown,49.275,-123.124,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Black Echo Coffee,49.275,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",O-Cha Tea Bar,49.276,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Blackechocoffee,49.275,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Cha Le Tea Merchant Ltd,49.275,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Faubourg,49.275,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Blenz Coffee,49.276,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Sharetea Yaletown,49.276,-123.119,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Ombre Social House,49.276,-123.119,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Cha Yuan,49.274,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Tre Galli Gelato Caffe,49.275,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Jj House Of Coffee,49.275,-123.124,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Melriches Coffeehouse,49.276,-123.12,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Mister,49.275,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",The Flying Pig Yaletown,49.275,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Minami Restaurant,49.275,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Hapa Izakaya,49.275,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Cioppino'S Mediterranean Grill Inc,49.276,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Rodney'S Oyster House,49.274,-123.123,49.274566,-123.121817,4.0,806.0,both
"Bars, Restaurants & Cafes",Meet In Yaletown,49.275,-123.122,49.274566,-123.121817,4.0,160.0,both
"Bars, Restaurants & Cafes",Blue Water Cafe + Raw Bar,49.276,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Bistro Sakana,49.275,-123.121,49.274566,-123.121817,3.5,133.0,both
"Bars, Restaurants & Cafes",Salsa & Agave Mexican Grill,49.274,-123.122,49.274566,-123.121817,3.5,206.0,both
"Bars, Restaurants & Cafes",Angus T,49.276,-123.12,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Cactus Club Cafe Yaletown,49.275,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",La Terrazza,49.275,-123.119,49.274566,-123.121817,3.5,138.0,both
"Bars, Restaurants & Cafes",Tacofino,49.276,-123.12,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Elisa,49.276,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",The Parlour,49.277,-123.12,49.274566,-123.121817,4.0,460.0,both
"Bars, Restaurants & Cafes",Provence Marinaside,49.273,-123.119,49.274566,-123.121817,3.5,357.0,both
"Bars, Restaurants & Cafes",The Distillery Bar + Kitchen,49.275,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",The Keg Steakhouse + Bar - Yaletown,49.277,-123.119,49.274566,-123.121817,3.5,289.0,both
"Bars, Restaurants & Cafes",Twb - The Wine Bar,49.273,-123.119,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Yaletown Brewing Co,49.276,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Yaletown Gelato,49.275,-123.123,49.274566,-123.121817,4.0,71.0,both
"Bars, Restaurants & Cafes",Sushi Maro Japanese Restaurant,49.274,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Menchies,49.275,-123.124,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",V At Earls Yaletown,49.276,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Soho Billiards,49.274,-123.124,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Little Saigon,49.274,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Earls,49.276,-123.12,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Taboo Kitchen,49.275,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Milssam Tacorea,49.275,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Grand Chinese Restaurant - Yaletown,49.275,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Nightshade,49.276,-123.12,49.274566,-123.121817,4.5,21.0,both
"Bars, Restaurants & Cafes",Capo & The Spritz,49.276,-123.124,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Bartholomew'S Plan,49.276,-123.119,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Seahouse Restaurant,49.274,-123.118,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Bella Napoli,49.274,-123.119,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Baggio Gelateria And Pizzeria,49.274,-123.119,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Umada Japanese,49.274,-123.126,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Somewhere Good Pizza,49.274,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",100 Days,49.275,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Tavern Enterprises Ltd,49.276,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Enoteca,49.276,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Society By The Glowbal Collection,49.274,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Super Thai Food Truck,49.274,-123.12,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Farrago Restaurant,49.276,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Bar None,49.274,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Brix Restaurant & Wine Bar,49.276,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Opus Bar,49.275,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",The Tavern,49.275,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Pierre'S Champagne Lounge,49.277,-123.12,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Jugo Juice,49.274,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Hello Goodbye,49.276,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Yaletown Distilling Co,49.275,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",The Stock Room,49.276,-123.122,49.274566,-123.121817,4.0,8.0,both
"Bars, Restaurants & Cafes",Trialto Wine Group Ltd,49.274,-123.124,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Labatts,49.276,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",The Loft At Earls Restaurant,49.276,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",M Lounge,49.274,-123.124,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Resto Bar & Grill,49.276,-123.12,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Voda Nightclub,49.274,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Rodney S Back Room,49.274,-123.123,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Live Music Mondays At Brix Restaurant,49.276,-123.122,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Ybc Yaletown Brewing Company - Official Page,49.276,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Society,49.274,-123.124,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Automotive Billiards & Cafe,49.276,-123.121,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Diavolo Restaurant,49.275,-123.125,49.274566,-123.121817,,,left_only
"Bars, Restaurants & Cafes",Palladium Club,49.275,-123.125,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Marinaside Seawall,49.273,-123.119,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Barre Fitness,49.276,-123.12,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Emery Barnes Park,49.277,-123.124,49.274566,-123.121817,4.0,27.0,both
"Landmarks, Parks & Sports",Soulcycle,49.275,-123.121,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Equestrian Monument,49.275,-123.122,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Opus Fitness Centre,49.275,-123.123,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Westcoast Hot Yoga,49.275,-123.121,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Roundhouse Community Plaza,49.273,-123.121,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",The Yoga Bar,49.276,-123.122,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Pure Barre,49.276,-123.122,49.274566,-123.121817,3.5,8.0,both
"Landmarks, Parks & Sports",Ebody Vancouver - Yaletown,49.276,-123.123,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Helmcken Park,49.276,-123.12,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Aquarius Club,49.274,-123.12,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Yaletown Fitness Boutique Studio A&A Team Pro,49.276,-123.122,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Lagree West - Yaletown,49.274,-123.124,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Crossfit Bc,49.275,-123.125,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Formula Athletics,49.275,-123.124,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",24-7 Fitness In Yaletown,49.277,-123.122,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Yaletown Park Construction Ltd,49.277,-123.119,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Jaybird,49.275,-123.125,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Quaywest I & Ii Gym,49.274,-123.119,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Krav Maga Bc,49.276,-123.125,49.274566,-123.121817,,,left_only
"Landmarks, Parks & Sports",Bc Ferries Queen Of Victoria Twassen Swartz-Bay Route,49.273,-123.12,49.274566,-123.121817,,,left_only
